  
       XFOIL         Version 6.99
  
 Calculated polar for: GOE 383 AIRFOIL                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.525 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
   0.000   0.4855   0.00962   0.00208  -0.0803   0.5485   0.6859  60.3380 254.1993
   0.000   0.4855   0.00962   0.00208  -0.0803   0.5485   0.6859  60.3381 254.1977
   0.000   0.4855   0.00962   0.00208  -0.0803   0.5485   0.6859  60.3381 254.1977
   0.000   0.4855   0.00962   0.00208  -0.0803   0.5485   0.6859  60.3381 254.1977
   0.000   0.4855   0.00962   0.00208  -0.0803   0.5485   0.6859  60.3381 254.1977
   1.000   0.5904   0.00950   0.00210  -0.0783   0.5242   0.8053  62.3631 262.6231
   1.000   0.5904   0.00950   0.00210  -0.0783   0.5242   0.8054  62.3631 262.6239
   1.000   0.5904   0.00950   0.00210  -0.0783   0.5242   0.8054  62.3631 262.6239
   1.000   0.5904   0.00950   0.00210  -0.0783   0.5242   0.8054  62.3631 262.6239
   1.000   0.5904   0.00950   0.00210  -0.0783   0.5242   0.8054  62.3631 262.6239
   2.000   0.6925   0.00968   0.00214  -0.0758   0.4954   0.8897  64.8485 270.5567
   2.000   0.6925   0.00968   0.00214  -0.0758   0.4954   0.8897  64.8485 270.5567
   2.000   0.6925   0.00968   0.00214  -0.0758   0.4954   0.8897  64.8485 270.5567
   2.000   0.6925   0.00968   0.00214  -0.0758   0.4954   0.8897  64.8485 270.5567
   2.000   0.6925   0.00968   0.00214  -0.0758   0.4954   0.8897  64.8485 270.5567
   3.000   0.8015   0.01029   0.00234  -0.0749   0.4666   0.9644  67.4061 285.0864
   3.000   0.8015   0.01029   0.00234  -0.0749   0.4666   0.9643  67.4062 285.0811
   3.000   0.8015   0.01029   0.00234  -0.0749   0.4666   0.9643  67.4062 285.0811
   3.000   0.8015   0.01029   0.00234  -0.0749   0.4666   0.9643  67.4062 285.0811
   3.000   0.8015   0.01029   0.00234  -0.0749   0.4666   0.9643  67.4062 285.0811
   4.000   0.9575   0.01128   0.00273  -0.0850   0.4388   0.9924  69.8854 295.9492
   4.000   0.9575   0.01128   0.00273  -0.0850   0.4388   0.9924  69.8855 295.9453
   4.000   0.9575   0.01128   0.00273  -0.0850   0.4388   0.9924  69.8855 295.9454
   4.000   0.9575   0.01128   0.00273  -0.0850   0.4388   0.9924  69.8855 295.9454
   4.000   0.9575   0.01128   0.00273  -0.0850   0.4388   0.9924  69.8855 295.9454
   5.000   1.0681   0.01201   0.00284  -0.0864   0.4205   1.0000  71.5181 300.0000
   5.000   1.0681   0.01201   0.00284  -0.0864   0.4205   1.0000  71.5181 300.0000
   5.000   1.0681   0.01201   0.00284  -0.0864   0.4205   1.0000  71.5181 300.0000
   5.000   1.0681   0.01201   0.00284  -0.0864   0.4205   1.0000  71.5181 300.0000
   5.000   1.0681   0.01201   0.00284  -0.0864   0.4205   1.0000  71.5181 300.0000
